Function and Parameters;Data Segment
"1712065382532,GetDistance,1,0,";47494f50010001004400000000000000e03700000159590104000000010000000d0000006d6f636861476574446174610000000000000000250000000600000001000000010000000000000010000000
"1712065383041,GetDistance2,2,1,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000001300000001000000020000000000000010000000
"1712065383559,GetNextDistance,3,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f636861476574446174610000000000000000250000000a00000001000000040000000000000010000000
"1712065384062,GetFeedSpeed,0,";47494f50010001004400000000000000e03700000100140004000000010000000d0000006d6f63686147657444617461003c2377000000002a0000000100000001000000000000000000000010000000
"1712065384569,GetTCPSpeed,";47494f50010001004400000000000000e03700000100070004000000010000000d0000006d6f63686147657444617461003c237700000000210000000300000001000000000000000000000005000000
"1712065385073,GetManualOverlap,1,1,";47494f50010001004400000000000000e0370000015a590104000000010000000d0000006d6f636861476574446174610000000000000000250000000900000001000000010000000000000010000000
"1712065385591,GetManualOverlap2,1,1,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000000900000001000000010000000000000010000000
"1712065386097,GetProgramPosition,3,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f636861476574446174610000000000000000250000000500000001000000040000000000000010000000
"1712065386602,GetProgramPosition3,3,";47494f50010001004400000000000000e0370000015a590104000000010000000d0000006d6f636861476574446174610000000000000000250000000500000001000000040000000000000010000000
"1712065387107,GetTCPMachinePosition,1,";47494f50010001004400000000000000e03700000100080004000000010000000d0000006d6f63686147657444617461003c237700000000250000001900000001000000010000000000000005000000
"1712065387612,GetFeedbackPosition,1,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f636861476574446174610000000000000000250000002100000001000000010000000000000010000000
"1712065388117,GetTableCoordinationPosition,3,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f636861476574446174610000000000000000250000002200000001000000040000000000000010000000
"1712065388622,GetWorkInstallationPosition,3,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f636861476574446174610000000000000000250000002300000001000000040000000000000010000000
"1712065389131,GetInclinedSurfacePosition,3,";47494f50010001004400000000000000e03700000159590104000000010000000d0000006d6f636861476574446174610000000000000000250000002400000001000000040000000000000010000000
"1712065389636,GetGCodeCommand,9,";47494f50010001004400000000000000e037000001000f0004000000010000000d0000006d6f63686147657444617461003c237700000000290000000900000001000000000000000000000005000000
"1712065390140,GetToolCommand,3,1,";47494f50010001004400000000000000e03700000100070004000000010000000d0000006d6f63686147657444617461003c237700000000290000003600000001000000000000000000000002000000
"1712065390647,GetFeedCommand,1,";47494f50010001004400000000000000e03700000100110004000000010000000d0000006d6f63686147657444617461003c2377000000002a0000000200000001000000000000000000000010000000
"1712065391660,SetCommand2,2,1,4597278,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000026000000c900000001000000000000000000000003000000040000001e264600
"1712065392178,CurrentBlockRead,1,";47494f50010001004400000000000000e0370000015a590104000000010000001d0000006d6f63686147657443757272656e74507267426c6f636b466972737400000000000000000100000001000000
"1712065392682,GetProgramNumber2,1,";47494f50010001004400000000000000e03700000100080004000000010000000d0000006d6f63686147657444617461003c2377000000002d000000c900000001000000000000000000000010000000
"1712065393187,GetSequenceNumber,1,";47494f50010001004400000000000000e03700000100080004000000010000000d0000006d6f63686147657444617461003c2377000000002d000000ca00000001000000000000000000000003000000
"1712065393692,GetBlockNumber,1,";47494f50010001004400000000000000e03700000100140004000000010000000d0000006d6f63686147657444617461003c2377000000002d000000cb00000001000000000000000000000003000000
"1712065394198,GetSubProLevel,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f6368614765744461746100000000000000002d0000000100000001000000000000000000000001000000
"1712065394705,GetInformation,1,";47494f50010001004400000000000000e03700000100070004000000010000000d0000006d6f63686147657444617461003c237700000000190000000100000000000000000000000000000003000000
"1712065395215,GetCurrentBlockByByte,";47494f50010001004400000000000000e03700000159590104000000010000000d0000006d6f6368614765744461746100000000000000002d000000d400000001000000000000000000000003000000
"1712065395718,GetClockData,";47494f50010001004400000000000000e03700000100110004000000010000000d0000006d6f63686147657444617461003c237700000000280000000600000000000000000000000000000003000000
"1712065395718,GetClockData,";47494f50010001004400000000000000e03700000100190004000000010000000d0000006d6f63686147657444617461003c237700000000280000000700000000000000000000000000000003000000
"1712065396225,SetClockData,18061113,22221,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000002800000006000000000000000000000000000000030000000400000039971301
"1712065396762,GetAliveTime,";47494f50010001004400000000000000e03700000100080004000000010000000d0000006d6f63686147657444617461003c237700000000280000000100000000000000000000000000000003000000
"1712065397267,SetAliveTime,66115021,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000028000000010000000000000000000000000000000300000004000000cdd5f003
"1712065397776,GetRunTime,";47494f50010001004400000000000000e03700000100070004000000010000000d0000006d6f63686147657444617461003c237700000000280000000200000000000000000000000000000003000000
"1712065398286,SetRunTime,24656038,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000028000000020000000000000000000000000000000300000004000000a6387801
"1712065398797,GetStartTime,";47494f50010001004400000000000000e03700000100080004000000010000000d0000006d6f63686147657444617461003c237700000000280000000300000000000000000000000000000003000000
"1712065399306,SetStartTime,61878977,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000028000000030000000000000000000000000000000300000004000000c132b003
"1712065399825,GetEstimateTime,1,";47494f50010001004400000000000000e03700000100080004000000010000000d0000006d6f63686147657444617461003c237700000000280000000500000000000000000000000000000003000000
"1712065400344,SetEstimateTime,0,42102953,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000028000000040000000000000000000000000000000300000004000000a9708202
"1712065400850,GetServoMonitor,1,84,";47494f50010001004400000000000000e037000001000f0004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000000100000001000000000000000000000001000000
"1712065401364,GetServoVersion,3,2,";47494f50010001004400000000000000e03700000100080004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000000100000001000000000000000000000001000000
"1712065401364,GetServoVersion,3,2,";47494f50010001004400000000000000e03700000100190004000000010000000d0000006d6f63686147657444617461003c2377000000003b0000002800000000000000040000000000000010000000
"1712065401871,GetServoDiagnosis,3,1,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f6368614765744461746100000000000000007e0000000100000001000000000000000000000001000000
"1712065401871,GetServoDiagnosis,3,1,";47494f50010001004400000000000000e03700000159590104000000010000000d0000006d6f6368614765744461746100000000000000003b0000003600000000000000040000000000000001000000
"1712065402394,GetPowerVersion,1,0,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000400000000100000000000000010000000000000010000000
"1712065403411,GetSpindleMonitor,3,1,";47494f50010001004400000000000000e03700000159590104000000010000000d0000006d6f6368614765744461746100000000000000003f0000000400000000000000010000000000000003000000
"1712065403920,GetSpindleVersion,1,2,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f6368614765744461746100000000000000003f0000001d00000000000000010000000000000010000000
"1712065404433,GetSpindleDiagnosis,3,8,";47494f50010001004400000000000000e03700000100080004000000010000000d0000006d6f63686147657444617461003c2377000000003f0000002e00000000000000040000000000000001000000
"1712065404943,GetAbsPositionMonitor,3,6,";47494f50010001004400000000000000e0370000015a590104000000010000000d0000006d6f6368614765744461746100000000000000007e0000000100000001000000000000000000000001000000
"1712065404943,GetAbsPositionMonitor,3,6,";47494f50010001004400000000000000e03700000159590104000000010000000d0000006d6f6368614765744461746100000000000000003b0000001f00000000000000040000000000000002000000
"1712065405448,GetAuxAxisMonitor,1,5,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000410000000600000000000000010000000000000002000000
"1712065405965,GetAuxAxisDiagnosis,2,2,";47494f50010001004400000000000000e03700000159590104000000010000000d0000006d6f636861476574446174610000000000000000410000004900000000000000020000000000000010000000
"1712065406466,GetAuxAxisVersion,1,0,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f636861476574446174610000000000000000410000001300000000000000010000000000000010000000
"1712065406974,GetDowelTime,";47494f50010001004400000000000000e03700000100190004000000010000000d0000006d6f63686147657444617461003c2377000000002a0000000500000001000000000000000000000010000000
"1712065407494,GetInvalidStatus,";47494f50010001004400000000000000e03700000100190004000000010000000d0000006d6f63686147657444617461003c2377000000002d0000000200000001000000000000000000000001000000
"1712065407494,GetInvalidStatus,";47494f50010001004400000000000000e03700000100080004000000010000000d0000006d6f63686147657444617461003c2377000000002d0000000300000001000000000000000000000001000000
"1712065408005,GetCommandStatus,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f63686147657444617461000000000000000029000000cc00000001000000000000000000000001000000
"1712065408510,GetCuttingMode,";47494f50010001004400000000000000e03700000159590104000000010000000d0000006d6f63686147657444617461000000000000000029000000ce00000001000000000000000000000002000000
"1712065409021,GetAxisStatus,3,3,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f636861476574446174610000000000000000240000006800000001000000000000000000000002000000
"1712065409524,GetRunStatus,0,";47494f50010001004400000000000000e03700000100070004000000010000000d0000006d6f63686147657444617461003c237700000000160000000100000001000000000000000000000003000000
"1712065410044,CommonVRead,251653,";47494f50010001004400000000000000e03700000100080004000000010000000d0000006d6f63686147657444617461003c23770000000006000000d007000001000000000000000000000005000000
"1712065411061,GetSize,1,";47494f50010001004400000000000000e03700000158590104000000010000000d0000006d6f636861476574446174610000000000000000020000000800000000000000000000000000000003000000
